Артикул продукции,Наименование продукции,Цех,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12
330012233648,Железная штука №330012233648,511,0.0,3311.0,0.0,0.0,795.0,570.0,0.0,0.0,0.0,534.0,0.0,372.0,0.0,183.0,0.0,0.0,0.0,0.0,0.0,445.0,668.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.0,1287.0,0.0,1344.0,0.0
330012233648,Железная штука №330012233648,522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.0,0.0,654.0,0.0,1635.0,0.0,0.0,0.0,0.0,0.0,850.0,0.0,0.0,0.0,0.0,108.0,238.0,904.0,0.0,0.0,0.0,451.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0
330012233648,Железная штука №330012233648,533,1333.0,1215.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,677.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,0.0,0.0,2501.0,98.0,929.0,0.0,0.0,0.0,0.0,1023.0,282.0,0.0,771.0,0.0,0.0,1128.0,694.0,0.0,613.0
330012233648,Железная штука №330012233648,544,1528.0,134.0,752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.0,0.0,0.0,0.0,0.0,0.0,861.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,0.0,0.0,0.0,1219.0,0.0,145.0,0.0,513.0,0.0,0.0,0.0,0.0
330012233648,Железная штука №330012233648,555,1656.0,0.0,960.0,0.0,0.0,203.0,1589.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0,777.0,0.0,0.0,0.0,0.0,0.0,0.0,1121.0,0.0,0.0,1850.0,438.0,0.0,0.0,560.0,356.0,107.0,0.0,0.0,0.0,0.0,0.0
330012233649,Железная штука №330012233649,511,0.0,0.0,491.0,0.0,0.0,0.0,843.0,0.0,1395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454.0,0.0,0.0,0.0,0.0,970.0,0.0,0.0,0.0,0.0,0.0,571.0,0.0,0.0,0.0,0.0,447.0,0.0,0.0
330012233649,Железная штука №330012233649,522,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1199.0,656.0,1486.0,0.0,0.0,0.0,0.0,0.0,486.0,0.0,0.0,0.0,663.0,0.0,0.0,0.0,0.0,0.0,172.0,201.0,0.0,0.0,0.0,0.0,0.0,361.0,0.0
330012233649,Железная штука №330012233649,533,0.0,0.0,901.0,0.0,0.0,581.0,0.0,626.0,1693.0,0.0,0.0,469.0,1048.0,0.0,1978.0,1461.0,246.0,0.0,0.0,0.0,1470.0,0.0,0.0,0.0,1431.0,0.0,0.0,661.0,181.0,0.0,302.0,0.0,1874.0,2243.0,362.0,534.0
330012233649,Железная штука №330012233649,544,0.0,1007.0,1020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,863.0,0.0,0.0,218.0,0.0,0.0,910.0,0.0,1607.0,0.0,0.0,2762.0,0.0,0.0,935.0,527.0,1985.0,68.0,2876.0,976.0,0.0,0.0,0.0,989.0,0.0
330012233649,Железная штука №330012233649,555,227.0,1073.0,349.0,0.0,730.0,0.0,2462.0,363.0,0.0,0.0,1368.0,0.0,0.0,452.0,0.0,237.0,0.0,0.0,1511.0,0.0,0.0,1366.0,1428.0,0.0,768.0,0.0,0.0,0.0,67.0,0.0,243.0,0.0,0.0,0.0,0.0,0.0
330012233650,Железная штука №330012233650,511,0.0,723.0,0.0,0.0,0.0,0.0,0.0,865.0,247.0,0.0,0.0,1729.0,451.0,0.0,388.0,0.0,286.0,0.0,0.0,143.0,1989.0,0.0,0.0,350.0,0.0,605.0,0.0,0.0,1899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330012233650,Железная штука №330012233650,522,201.0,0.0,1125.0,2856.0,0.0,491.0,0.0,1227.0,0.0,2189.0,244.0,0.0,0.0,707.0,1512.0,0.0,4183.0,0.0,220.0,955.0,0.0,0.0,939.0,1016.0,0.0,1249.0,0.0,0.0,0.0,817.0,0.0,0.0,0.0,0.0,0.0,1625.0
330012233650,Железная штука №330012233650,533,0.0,0.0,2522.0,0.0,0.0,232.0,1250.0,0.0,0.0,0.0,0.0,0.0,795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.0,2797.0,3470.0,0.0,0.0,0.0,0.0,0.0,0.0,2034.0,846.0,0.0,2134.0,0.0,1492.0,0.0
330012233650,Железная штука №330012233650,544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,0.0,1610.0,0.0,0.0,0.0,376.0,30.0,0.0,0.0,112.0,1760.0,0.0,0.0,0.0,0.0,0.0,1071.0,1430.0,415.0,0.0,470.0,502.0,2746.0,0.0,0.0,0.0,194.0
330012233650,Железная штука №330012233650,555,647.0,0.0,0.0,0.0,0.0,121.0,82.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2387.0,0.0,0.0,0.0,1176.0,471.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,0.0,262.0,0.0,152.0
330012233651,Железная штука №330012233651,511,1773.0,0.0,0.0,0.0,0.0,0.0,0.0,582.0,0.0,0.0,0.0,0.0,375.0,0.0,754.0,0.0,0.0,262.0,0.0,0.0,740.0,176.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,207.0,242.0,0.0,0.0,517.0,0.0,0.0
330012233651,Железная штука №330012233651,522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1421.0,0.0,400.0,229.0,1021.0,1260.0,0.0,0.0,0.0,0.0,0.0,1461.0,218.0,409.0,667.0,1438.0,0.0,0.0,0.0,0.0,0.0,0.0,1853.0,0.0,0.0,0.0,0.0,0.0,0.0
330012233651,Железная штука №330012233651,533,0.0,1039.0,829.0,0.0,2917.0,356.0,230.0,2200.0,0.0,0.0,0.0,0.0,0.0,575.0,2931.0,1895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,723.0,0.0,0.0,0.0,1006.0,284.0,0.0,519.0,0.0
330012233651,Железная штука №330012233651,544,0.0,0.0,0.0,0.0,0.0,361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,0.0,0.0,0.0,416.0,0.0,0.0,1269.0,0.0,2338.0,0.0,742.0,4680.0,0.0,0.0,0.0,463.0,607.0,0.0,0.0,0.0,0.0,0.0
330012233651,Железная штука №330012233651,555,0.0,0.0,1060.0,159.0,0.0,112.0,1042.0,0.0,0.0,510.0,0.0,2299.0,119.0,683.0,0.0,0.0,0.0,1595.0,0.0,2542.0,891.0,761.0,0.0,0.0,1128.0,0.0,0.0,901.0,850.0,0.0,0.0,0.0,534.0,0.0,0.0,0.0
330012233652,Железная штука №330012233652,511,0.0,0.0,533.0,0.0,0.0,1705.0,0.0,1407.0,0.0,212.0,2725.0,0.0,0.0,0.0,298.0,286.0,0.0,176.0,0.0,551.0,0.0,0.0,0.0,1204.0,0.0,0.0,896.0,0.0,0.0,699.0,1262.0,0.0,1745.0,0.0,1159.0,0.0
330012233652,Железная штука №330012233652,522,681.0,0.0,209.0,0.0,1225.0,638.0,0.0,0.0,0.0,1621.0,748.0,0.0,188.0,0.0,0.0,0.0,3359.0,0.0,0.0,0.0,0.0,2811.0,711.0,0.0,0.0,0.0,0.0,0.0,2087.0,0.0,244.0,0.0,0.0,0.0,0.0,0.0
330012233652,Железная штука №330012233652,533,1420.0,0.0,0.0,0.0,0.0,232.0,0.0,0.0,0.0,0.0,0.0,1453.0,0.0,0.0,772.0,0.0,158.0,0.0,493.0,918.0,0.0,0.0,575.0,754.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330012233652,Железная штука №330012233652,544,0.0,0.0,0.0,0.0,0.0,885.0,0.0,0.0,0.0,0.0,0.0,1724.0,0.0,1738.0,0.0,525.0,0.0,0.0,0.0,0.0,0.0,562.0,0.0,993.0,1549.0,0.0,0.0,0.0,0.0,0.0,1237.0,0.0,0.0,1015.0,0.0,0.0
330012233652,Железная штука №330012233652,555,424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1183.0,1899.0,0.0,0.0,0.0,0.0,314.0,0.0,0.0,138.0,0.0,1448.0,512.0,0.0,0.0,0.0,0.0,0.0,592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.0
330012233653,Железная штука №330012233653,511,0.0,0.0,357.0,0.0,0.0,162.0,2180.0,420.0,809.0,500.0,0.0,0.0,0.0,0.0,0.0,1807.0,226.0,455.0,0.0,188.0,0.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1831.0
330012233653,Железная штука №330012233653,522,0.0,71.0,0.0,0.0,0.0,1078.0,0.0,282.0,1784.0,388.0,0.0,0.0,1337.0,0.0,0.0,2464.0,451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.0,654.0,0.0,598.0,118.0,917.0,0.0,0.0,0.0,0.0,0.0
330012233653,Железная штука №330012233653,533,0.0,0.0,0.0,0.0,0.0,2735.0,0.0,0.0,0.0,211.0,0.0,0.0,819.0,0.0,226.0,0.0,0.0,0.0,0.0,208.0,0.0,0.0,0.0,919.0,909.0,253.0,0.0,0.0,1232.0,0.0,0.0,0.0,0.0,0.0,1078.0,1420.0
330012233653,Железная штука №330012233653,544,0.0,0.0,0.0,0.0,1547.0,1472.0,0.0,0.0,0.0,629.0,243.0,1327.0,0.0,0.0,0.0,0.0,0.0,0.0,804.0,1407.0,0.0,0.0,0.0,0.0,0.0,1098.0,0.0,0.0,0.0,0.0,0.0,1252.0,2754.0,0.0,0.0,1103.0
330012233653,Железная штука №330012233653,555,0.0,0.0,2180.0,1089.0,0.0,530.0,848.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,0.0,0.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584.0,0.0,1106.0,354.0,0.0,0.0,1160.0,0.0,0.0,0.0,0.0
330012233654,Железная штука №330012233654,511,0.0,0.0,0.0,0.0,0.0,632.0,268.0,0.0,0.0,998.0,0.0,366.0,1443.0,0.0,0.0,454.0,1331.0,0.0,1900.0,587.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,957.0,0.0,0.0,0.0
330012233654,Железная штука №330012233654,522,541.0,0.0,429.0,151.0,1399.0,0.0,214.0,0.0,0.0,389.0,0.0,0.0,0.0,1354.0,0.0,0.0,713.0,0.0,2029.0,0.0,401.0,0.0,0.0,311.0,0.0,938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1477.0,197.0
330012233654,Железная штука №330012233654,533,690.0,0.0,0.0,436.0,0.0,1024.0,0.0,1332.0,0.0,451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629.0,3052.0,393.0,0.0,0.0,1999.0,226.0,363.0,0.0,0.0,0.0,1903.0,0.0,0.0,240.0,0.0,0.0,533.0
330012233654,Железная штука №330012233654,544,0.0,0.0,0.0,0.0,0.0,1564.0,0.0,1219.0,0.0,0.0,0.0,195.0,0.0,0.0,0.0,0.0,0.0,1110.0,0.0,1933.0,0.0,2369.0,879.0,1472.0,0.0,82.0,735.0,0.0,469.0,0.0,239.0,1708.0,882.0,0.0,1253.0,0.0
330012233654,Железная штука №330012233654,555,2207.0,0.0,0.0,0.0,2785.0,0.0,0.0,922.0,1352.0,265.0,0.0,1151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,715.0,0.0,629.0,0.0,0.0,1835.0,0.0,970.0,1734.0,0.0,0.0,0.0,0.0,0.0,0.0
330012233655,Железная штука №330012233655,511,1733.0,0.0,0.0,1512.0,0.0,0.0,0.0,396.0,0.0,252.0,0.0,990.0,1727.0,297.0,1186.0,0.0,0.0,657.0,0.0,1419.0,0.0,0.0,844.0,1334.0,0.0,0.0,0.0,0.0,70.0,2086.0,0.0,891.0,0.0,0.0,0.0,0.0
330012233655,Железная штука №330012233655,522,0.0,0.0,0.0,0.0,0.0,0.0,316.0,0.0,0.0,0.0,1202.0,0.0,0.0,0.0,0.0,1831.0,0.0,0.0,0.0,616.0,0.0,0.0,979.0,929.0,167.0,747.0,1184.0,1210.0,0.0,227.0,0.0,179.0,2011.0,885.0,0.0,0.0
330012233655,Железная штука №330012233655,533,322.0,0.0,760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,373.0,0.0,1381.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,636.0,0.0,0.0,0.0,0.0,597.0,0.0,0.0,234.0,246.0
330012233655,Железная штука №330012233655,544,0.0,423.0,321.0,0.0,0.0,0.0,0.0,307.0,0.0,1128.0,0.0,0.0,2017.0,0.0,0.0,0.0,201.0,0.0,1795.0,0.0,0.0,0.0,0.0,0.0,874.0,0.0,0.0,0.0,373.0,0.0,1549.0,0.0,451.0,1095.0,0.0,0.0
330012233655,Железная штука №330012233655,555,0.0,1115.0,499.0,0.0,242.0,1174.0,0.0,0.0,197.0,0.0,0.0,2127.0,529.0,0.0,0.0,481.0,0.0,0.0,244.0,0.0,0.0,467.0,1764.0,0.0,0.0,1583.0,156.0,730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619.0
330012233656,Железная штука №330012233656,511,0.0,0.0,0.0,0.0,0.0,1009.0,889.0,0.0,0.0,1103.0,0.0,616.0,341.0,0.0,0.0,204.0,0.0,0.0,0.0,3152.0,824.0,1873.0,156.0,0.0,879.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330012233656,Железная штука №330012233656,522,0.0,780.0,1295.0,0.0,0.0,500.0,0.0,907.0,1243.0,0.0,0.0,0.0,0.0,0.0,834.0,0.0,0.0,0.0,0.0,1915.0,569.0,0.0,0.0,0.0,0.0,0.0,1845.0,0.0,0.0,162.0,0.0,1023.0,304.0,0.0,831.0,1001.0
330012233656,Железная штука №330012233656,533,0.0,1446.0,0.0,0.0,2271.0,0.0,266.0,0.0,0.0,0.0,0.0,0.0,1877.0,0.0,0.0,0.0,0.0,1866.0,481.0,0.0,0.0,2172.0,0.0,0.0,329.0,0.0,0.0,0.0,772.0,1675.0,375.0,605.0,0.0,0.0,0.0,0.0
330012233656,Железная штука №330012233656,544,613.0,0.0,978.0,0.0,0.0,0.0,0.0,0.0,0.0,1336.0,494.0,147.0,1731.0,1507.0,836.0,0.0,0.0,2068.0,0.0,273.0,212.0,496.0,0.0,0.0,792.0,0.0,0.0,0.0,0.0,0.0,162.0,0.0,0.0,385.0,0.0,2911.0
330012233656,Железная штука №330012233656,555,0.0,1603.0,137.0,243.0,1828.0,1121.0,0.0,0.0,1170.0,0.0,0.0,1371.0,0.0,1628.0,1226.0,433.0,289.0,416.0,0.0,0.0,0.0,0.0,0.0,386.0,2398.0,624.0,0.0,0.0,2108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330012233657,Железная штука №330012233657,511,0.0,0.0,1302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1099.0,0.0,0.0,0.0,0.0,0.0,1051.0,1248.0,1078.0,0.0,0.0,0.0,1394.0,0.0,0.0,0.0,302.0,0.0,0.0,1238.0,0.0,503.0,0.0,0.0,730.0,683.0
330012233657,Железная штука №330012233657,522,0.0,0.0,0.0,0.0,0.0,0.0,639.0,0.0,0.0,158.0,1367.0,1149.0,0.0,0.0,114.0,0.0,0.0,2192.0,652.0,0.0,406.0,965.0,494.0,0.0,319.0,0.0,2263.0,0.0,0.0,1026.0,581.0,2484.0,0.0,1169.0,0.0,0.0
330012233657,Железная штука №330012233657,533,0.0,225.0,1041.0,0.0,0.0,449.0,799.0,926.0,0.0,0.0,1292.0,0.0,628.0,0.0,0.0,0.0,0.0,221.0,0.0,0.0,320.0,0.0,0.0,0.0,740.0,0.0,0.0,82.0,0.0,0.0,1225.0,0.0,0.0,2231.0,0.0,1200.0
330012233657,Железная штука №330012233657,544,442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,0.0,851.0,0.0,0.0,0.0,0.0,0.0,771.0,0.0,207.0,348.0,0.0,0.0,739.0,1554.0,1759.0,0.0,0.0,0.0,0.0,0.0,2120.0,158.0,0.0,322.0,474.0,193.0
330012233657,Железная штука №330012233657,555,1690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0,107.0,525.0,0.0,0.0,0.0,896.0,1091.0,0.0,0.0,0.0,0.0,0.0,1743.0,1068.0,0.0,1729.0,0.0,0.0,0.0,0.0,1365.0,829.0,0.0,0.0,0.0,0.0,0.0
330012233658,Железная штука №330012233658,511,242.0,1193.0,0.0,0.0,185.0,2310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577.0,0.0,367.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,0.0,3576.0,0.0,566.0,1468.0,276.0,0.0,0.0,1086.0,0.0,0.0,2752.0,0.0
330012233658,Железная штука №330012233658,522,0.0,0.0,0.0,0.0,1617.0,0.0,533.0,0.0,1623.0,495.0,2263.0,0.0,973.0,1259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1238.0,1311.0,2067.0,192.0,1769.0,0.0,787.0,0.0,1606.0,0.0,578.0,0.0,0.0,0.0
330012233658,Железная штука №330012233658,533,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1509.0,1485.0,0.0,0.0,1075.0,0.0,0.0,0.0,818.0,0.0,0.0,0.0,411.0,0.0,0.0,0.0,503.0,687.0,0.0,0.0,0.0,372.0,0.0,1727.0,0.0,1435.0,0.0,2024.0
330012233658,Железная штука №330012233658,544,0.0,0.0,0.0,1390.0,0.0,172.0,0.0,0.0,0.0,760.0,1726.0,0.0,0.0,0.0,723.0,463.0,0.0,411.0,0.0,0.0,2203.0,732.0,0.0,1044.0,742.0,0.0,2956.0,0.0,0.0,1476.0,1148.0,0.0,0.0,0.0,0.0,0.0
330012233658,Железная штука №330012233658,555,0.0,0.0,0.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,153.0,2131.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,718.0,0.0,0.0,561.0,406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0
330012233659,Железная штука №330012233659,511,0.0,446.0,273.0,0.0,229.0,0.0,0.0,1391.0,0.0,552.0,0.0,0.0,553.0,371.0,1559.0,232.0,0.0,969.0,905.0,0.0,0.0,0.0,0.0,880.0,0.0,810.0,0.0,0.0,0.0,664.0,407.0,0.0,1835.0,0.0,0.0,0.0
330012233659,Железная штука №330012233659,522,0.0,223.0,0.0,4382.0,1532.0,534.0,370.0,0.0,0.0,200.0,0.0,0.0,983.0,0.0,1155.0,509.0,0.0,2466.0,2114.0,359.0,0.0,0.0,162.0,0.0,0.0,1324.0,0.0,0.0,0.0,0.0,0.0,0.0,882.0,0.0,0.0,0.0
330012233659,Железная штука №330012233659,533,483.0,200.0,0.0,0.0,0.0,268.0,533.0,0.0,0.0,95.0,0.0,704.0,0.0,2171.0,0.0,593.0,0.0,1539.0,0.0,0.0,135.0,0.0,522.0,0.0,0.0,0.0,0.0,1917.0,0.0,0.0,844.0,0.0,0.0,0.0,255.0,1422.0
330012233659,Железная штука №330012233659,544,0.0,0.0,1466.0,0.0,2094.0,0.0,0.0,738.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,709.0,368.0,703.0,0.0,0.0,0.0,0.0,390.0,0.0,0.0,0.0,1908.0,0.0,0.0,0.0,1479.0,0.0,0.0,0.0,0.0,0.0
330012233659,Железная штука №330012233659,555,0.0,474.0,0.0,0.0,0.0,0.0,432.0,834.0,0.0,2774.0,631.0,0.0,117.0,235.0,0.0,606.0,0.0,0.0,0.0,0.0,1305.0,0.0,595.0,0.0,369.0,0.0,1607.0,0.0,0.0,609.0,0.0,0.0,2329.0,0.0,0.0,3135.0
330012233660,Железная штука №330012233660,511,0.0,1054.0,1578.0,3178.0,0.0,406.0,0.0,0.0,0.0,289.0,0.0,252.0,0.0,814.0,0.0,0.0,0.0,572.0,0.0,0.0,0.0,0.0,886.0,0.0,0.0,0.0,0.0,1679.0,2522.0,0.0,0.0,0.0,0.0,1357.0,0.0,716.0
330012233660,Железная штука №330012233660,522,674.0,0.0,734.0,0.0,2784.0,2069.0,0.0,2982.0,0.0,0.0,617.0,0.0,0.0,0.0,0.0,456.0,0.0,1340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,868.0,0.0,0.0,752.0,0.0,1212.0,0.0,0.0,292.0,728.0,0.0
330012233660,Железная штука №330012233660,533,315.0,0.0,0.0,0.0,0.0,0.0,0.0,1459.0,0.0,0.0,0.0,0.0,324.0,0.0,0.0,0.0,0.0,841.0,0.0,0.0,1277.0,0.0,228.0,0.0,0.0,375.0,0.0,0.0,0.0,0.0,0.0,399.0,0.0,0.0,0.0,2588.0
330012233660,Железная штука №330012233660,544,0.0,338.0,1256.0,0.0,400.0,0.0,0.0,0.0,1084.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864.0,790.0,0.0,0.0,284.0,484.0,0.0,0.0,511.0,0.0,0.0,1900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1078.0
330012233660,Железная штука №330012233660,555,259.0,0.0,2360.0,0.0,0.0,2554.0,0.0,0.0,0.0,2117.0,988.0,0.0,274.0,0.0,0.0,0.0,0.0,1751.0,0.0,180.0,363.0,0.0,0.0,0.0,417.0,0.0,0.0,0.0,0.0,0.0,162.0,0.0,0.0,0.0,0.0,0.0
330012233661,Железная штука №330012233661,511,0.0,0.0,0.0,0.0,1654.0,773.0,0.0,0.0,0.0,274.0,0.0,2766.0,1057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517.0,0.0,1692.0,0.0,0.0,564.0,0.0,1167.0,0.0,602.0,2081.0,0.0,0.0,0.0
330012233661,Железная штука №330012233661,522,0.0,0.0,0.0,0.0,1864.0,0.0,560.0,0.0,0.0,598.0,0.0,0.0,706.0,0.0,0.0,745.0,0.0,0.0,0.0,426.0,982.0,1642.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1507.0,1307.0,0.0,2526.0
330012233661,Железная штука №330012233661,533,230.0,0.0,0.0,388.0,0.0,0.0,0.0,1990.0,0.0,1127.0,509.0,65.0,0.0,0.0,3212.0,0.0,1556.0,0.0,0.0,0.0,0.0,251.0,0.0,0.0,0.0,871.0,1734.0,1502.0,246.0,494.0,0.0,0.0,0.0,0.0,364.0,926.0
330012233661,Железная штука №330012233661,544,454.0,2353.0,0.0,0.0,995.0,449.0,470.0,0.0,284.0,211.0,281.0,283.0,0.0,683.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573.0,0.0,2247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1075.0,0.0,284.0,141.0,0.0
330012233661,Железная штука №330012233661,555,0.0,1633.0,0.0,360.0,0.0,104.0,0.0,0.0,0.0,975.0,0.0,0.0,0.0,2238.0,163.0,984.0,0.0,0.0,0.0,1491.0,0.0,1538.0,0.0,315.0,0.0,0.0,1925.0,0.0,0.0,264.0,0.0,0.0,0.0,579.0,0.0,0.0
330012233662,Железная штука №330012233662,511,0.0,0.0,0.0,0.0,241.0,2512.0,1860.0,0.0,1193.0,0.0,0.0,0.0,633.0,0.0,0.0,2546.0,812.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,497.0,0.0,2622.0,0.0,604.0,0.0,0.0,0.0,4572.0,565.0,0.0,0.0
330012233662,Железная штука №330012233662,522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.0,2771.0,0.0,0.0,2117.0,0.0,1073.0,0.0,0.0,0.0,0.0,834.0,0.0,0.0,1396.0,0.0,0.0,0.0,0.0,0.0,1754.0,0.0,0.0,1034.0,0.0,0.0,0.0,0.0,0.0
330012233662,Железная штука №330012233662,533,2026.0,0.0,1014.0,1334.0,0.0,14.0,0.0,0.0,381.0,0.0,0.0,0.0,0.0,1549.0,645.0,681.0,0.0,765.0,0.0,836.0,0.0,0.0,0.0,1071.0,0.0,0.0,486.0,0.0,778.0,2287.0,0.0,0.0,0.0,224.0,0.0,0.0
330012233662,Железная штука №330012233662,544,0.0,0.0,0.0,795.0,0.0,1136.0,0.0,0.0,0.0,515.0,633.0,0.0,0.0,983.0,0.0,0.0,0.0,0.0,266.0,1068.0,0.0,1742.0,0.0,0.0,522.0,0.0,130.0,0.0,425.0,0.0,810.0,720.0,0.0,0.0,1909.0,0.0
330012233662,Железная штука №330012233662,555,2433.0,0.0,1091.0,0.0,0.0,0.0,0.0,0.0,0.0,1187.0,587.0,592.0,0.0,0.0,203.0,0.0,0.0,1764.0,0.0,0.0,0.0,0.0,218.0,0.0,0.0,0.0,0.0,0.0,1380.0,521.0,1754.0,0.0,0.0,0.0,1126.0,0.0
330012233663,Железная штука №330012233663,511,192.0,1948.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,1151.0,311.0,0.0,2307.0,0.0,2210.0,0.0,0.0,1351.0,1363.0,0.0,2277.0,228.0,1557.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,0.0
330012233663,Железная штука №330012233663,522,0.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,648.0,0.0,0.0,260.0,802.0,0.0,0.0,0.0,1065.0,0.0,342.0,0.0,0.0,0.0,0.0,0.0,0.0,1810.0,1551.0,0.0,0.0,959.0,0.0,223.0,0.0,0.0,0.0,0.0
330012233663,Железная штука №330012233663,533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705.0,854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0,0.0,1775.0,1371.0,0.0,0.0,0.0,1734.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1646.0
330012233663,Железная штука №330012233663,544,375.0,0.0,0.0,0.0,0.0,0.0,0.0,544.0,0.0,247.0,0.0,1203.0,0.0,0.0,0.0,1419.0,80.0,0.0,0.0,0.0,256.0,0.0,205.0,1307.0,0.0,0.0,805.0,0.0,0.0,110.0,542.0,0.0,1532.0,437.0,279.0,0.0
330012233663,Железная штука №330012233663,555,0.0,0.0,0.0,764.0,0.0,0.0,0.0,502.0,618.0,190.0,0.0,2414.0,2038.0,0.0,0.0,0.0,675.0,0.0,0.0,0.0,0.0,0.0,187.0,0.0,920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1102.0,503.0,308.0
330012233664,Железная штука №330012233664,511,2023.0,0.0,0.0,0.0,0.0,1254.0,1729.0,0.0,0.0,495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,945.0,1764.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,349.0,0.0,0.0,0.0,2240.0,0.0,0.0,0.0
330012233664,Железная штука №330012233664,522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,933.0,0.0,0.0,449.0,0.0,539.0,249.0,0.0,0.0,2384.0,626.0,0.0,0.0,0.0,2178.0,523.0,0.0,0.0,657.0,388.0,0.0,94.0,169.0,194.0,0.0,0.0,0.0
